product_id,warehouse_id,customer_location,customer_zipcode,Cost_to_customer,delivery_period,delivery_cost,customer_review
P0321,W007,"78/390, Ratta, Mukerian, HOSHIARPUR, Punjab, 144211, India",144211,12015.04,2,455.64,2
P0125,W111,"H.No. 169, Shanker Path, Tagadi, AHMEDABAD, Gujarat, 382250, India",382250,1705.92,2,264.05,1
P0102,W018,"56, Chauhan Street, Raibag R.S., BELAGAVI, Karnataka, 591317, India",591317,4152.46,3,337.59,1
P0166,W032,"48/642, Modi Circle, Akulatampara, SRIKAKULAM, Andhra Pradesh, 532459, India",532459,11962.0,3,222.64,5
P0059,W031,"94/63, Basak, Sikindlapur, SIDDIPET, Telangana, 502267, India",502267,12174.24,1,80.19,5
P0382,W139,"448, Chauhan Chowk, Nagansur S.O, SOLAPUR, Maharashtra, 413227, India",413227,2497.38,2,78.76,3
P0079,W098,"96/980, Bhatt Street, Dahiwal, Malegaon, Maharashtra, 423105, India",423105,8468.95,3,105.15,2
P0015,W189,"23/888, Shah Marg, Bakuchi, DEORIA, Uttar Pradesh, 274808, India",274808,7074.58,2,208.81,4
P0093,W134,"H.No. 27, Lalla Chowk, Tikarpada, KENDUJHAR, Odisha, 758013, India",758013,14654.23,3,85.94,3
P0090,W161,"H.No. 445, Varughese Nagar, Gummadidala, SANGAREDDY, Telangana, 502313, India",502313,375.54,2,213.46,5
P0225,W169,"92, Dixit Circle, Sangampatti, TIRUCHIRAPPALLI, Tamil Nadu, 621001, India",621001,14786.32,0,112.23,5
P0044,W073,"77/50, Rama Chowk, Karikadu, NELLORE, Andhra Pradesh, 524403, India",524403,14400.25,3,147.74,3
P0446,W077,"H.No. 321, Dora Street, Surhali, DINDORI, Madhya Pradesh, 481672, India",481672,10425.6,3,35.68,4
P0428,W033,"01/361, Balasubramanian Street, SeKunnatur, VILLUPURAM, Tamil Nadu, 605651, India",605651,1271.2,1,15.77,1
P0302,W086,"09, Badal Circle, Chikliguri, JALPAIGURI, West Bengal, 736202, India",736202,695.64,2,131.18,4
P0101,W026,"H.No. 632, Lal Circle, Anghora, KATNI, Madhya Pradesh, 483336, India",483336,13246.82,3,311.0,1
P0060,W182,"11/15, Lal Marg, Haladva, SURAT, Gujarat, 394248, India",394248,12861.29,3,8.67,1
P0434,W150,"299, Sarna Street, Penchara Deuli, BANKURA, West Bengal, 722150, India",722150,4431.2,5,306.88,3
P0464,W020,"70/56, Vig, Dakshin Alipore, SOUTH 24 PARGANAS, West Bengal, 743503, India",743503,9939.79,3,48.63,1
P0013,W106,"H.No. 07, Chad Path, Wahlong, East Khasi Hills, Megalaya, 793108, India",793108,2801.92,1,217.91,3
P0025,W102,"H.No. 926, Lall Ganj, Charla, CHURU, Rajasthan, 331517, India",331517,9257.63,1,44.96,3
P0459,W080,"00, Narayan Path, Arjunpura, AJMER, Rajasthan, 305203, India",305203,7220.31,1,152.32,4
P0006,W022,"H.No. 622, Gupta Circle, Khatlabana, SRI GANGANAGAR, Rajasthan, 335001, India",335001,2790.34,3,41.59,4
P0339,W048,"H.No. 97, Narayan Ganj, Jalbhari, LAKHIMPUR, Assam, 787055, India",787055,6962.41,4,450.65,5
P0458,W197,"697, Hayre Ganj, Bagda, PURULIYA, West Bengal, 723151, India",723151,10343.92,3,296.64,1
P0010,W062,"857, Sant Nagar, Semrikatkuna, SEHORE, Madhya Pradesh, 466446, India",466446,11081.36,0,84.37,5
P0160,W121,"H.No. 13, Rajagopalan Circle, Chemuduguda, VIZIANAGARAM, Andhra Pradesh, 535523, India",535523,6831.27,0,45.19,3
P0418,W104,"34, Shukla Circle, Manchanabele, RAMANAGAR, Karnataka, 562128, India",562128,5521.86,3,115.17,2
P0150,W127,"12/10, Ratta Road, Agucha, BHILWARA, Rajasthan, 311022, India",311022,14926.07,3,3.57,3
P0220,W049,"H.No. 36, Sankar Ganj, Thogurai, PEDDAPALLI, Telangana, 505185, India",505185,5640.73,3,59.16,4
P0170,W157,"48/642, Modi Circle, Akulatampara, SRIKAKULAM, Andhra Pradesh, 532459, India",532459,1527.35,1,100.73,5
P0368,W046,"H.No. 07, Chad Path, Wahlong, East Khasi Hills, Megalaya, 793108, India",793108,4973.39,2,404.95,3
P0445,W108,"55/44, Buch, Sherpura, PANCH MAHALS, Gujarat, 389341, India",389341,3502.49,0,96.42,4
P0440,W147,"75/285, Agate Nagar, Ghole, HOOGHLY, West Bengal, 712401, India",712401,7426.1,0,149.14,1
P0207,W129,"03/265, Nair Zila, Simasi, GIR SOMNATH, Gujarat, 362560, India",362560,4786.18,3,50.77,3
P0014,W175,"22/63, Jhaveri Street, Pinnaiyur, THANJAVUR, Tamil Nadu, 614902, India",614902,11245.94,1,32.62,1
P0465,W148,"25, Yadav Nagar, Hiwara BK, AMRAVATI, Maharashtra, 444701, India",444701,1502.04,3,133.4,3
P0049,W117,"35/29, Sabharwal Ganj, Darima, DARBHANGA, Bihar, 847121, India",847121,4280.88,2,45.28,4
P0215,W091,"72, Nath, Rasidpur, DARBHANGA, Bihar, 847423, India",847423,5059.47,4,285.29,2
P0341,W099,"17, Iyer Path, Jaigram, KALABURAGI, Karnataka, 585315, India",585315,3452.22,1,126.73,4
P0277,W009,"13/800, Dass Nagar, Thippanapalli, ANANTHAPUR, Andhra Pradesh, 515767, India",515767,8021.38,3,69.84,3
P0045,W019,"H.No. 655, Panchal Ganj, Halsi, LAKHISARAI, Bihar, 811311, India",811311,9217.23,1,53.57,5
P0334,W124,"63, Raja Marg, Thyagatur, TUMAKURU, Karnataka, 572223, India",572223,3493.77,0,115.84,3
P0484,W093,"897, Sampath Street, Tallapudi S.O, West Godavari, Andhra Pradesh, 534341, India",534341,4728.33,1,171.65,1
P0430,W104,"26/477, Narayan, Dharamaganj, ARARIA, Bihar, 854333, India",854333,6469.42,2,192.47,1
P0114,W115,"021, Wason Path, Kangra Colony, AMRITSAR, Punjab, 143001, India",143001,10780.32,4,481.69,1
P0138,W051,"33/84, Modi, Malkheda, NEEMUCH, Madhya Pradesh, 458441, India",458441,2717.68,0,175.51,4
P0187,W020,"H.No. 375, Doctor Street, Pattipulam, KANCHIPURAM, Tamil Nadu, 603104, India",603104,2546.25,0,143.51,4
P0194,W179,"52, Boase Circle, Rayavaram S.O (Pudukkottai), PUDUKKOTTAI, Tamil Nadu, 622506, India",622506,4278.34,3,129.61,1
P0087,W007,"H.No. 74, Varughese Road, Tharhi Sidhhap, MADHUBANI, Bihar, 847232, India",847232,6426.28,1,149.01,2
P0404,W006,"87/60, Bir Road, Gambirpur, JAGTIAL, Telangana, 505306, India",505306,6888.39,2,145.43,2
P0472,W076,"H.No. 21, Ravi Zila, Jalalpura (Sheopur So), MORENA, Madhya Pradesh, 476337, India",476337,1219.57,2,56.69,5
P0482,W154,"08, Mandal Ganj, Kannukiniyanar Koil, NAGAPATTINAM, Tamil Nadu, 609104, India",609104,10425.41,3,75.69,3
P0300,W024,"01/91, Narayan Road, Lahori, SHAJAPUR, Madhya Pradesh, 465220, India",465220,12631.46,4,160.64,1
P0264,W061,"65/93, Sarma Ganj, Tirukatchur, KANCHIPURAM, Tamil Nadu, 603204, India",603204,4301.02,3,67.11,5
P0165,W127,"005, Bassi Ganj, Nandgawan, ETAWAH, Uttar Pradesh, 206127, India",206127,12378.97,1,84.78,2
P0492,W067,"876, Shroff Road, Gharaunda, BANDA, Uttar Pradesh, 210120, India",210120,13955.41,2,275.12,2
P0030,W129,"34, Sha Circle, Babhani Bhelwa, SUPAUL, Bihar, 852131, India",852131,12446.53,3,408.33,1
P0112,W092,"577, Madan Path, Basti Dei, AMETHI, Uttar Pradesh, 227409, India",227409,11008.61,4,216.94,1
P0380,W073,"H.No. 37, Prakash Ganj, Gauria Kalan, SITAPUR, Uttar Pradesh, 261125, India",261125,8844.16,1,16.39,4
P0067,W150,"H.No. 49, Krish Street, Kumbhariya, AMRELI, Gujarat, 365555, India",365555,8886.56,2,177.87,3
P0080,W102,"22/63, Jhaveri Street, Pinnaiyur, THANJAVUR, Tamil Nadu, 614902, India",614902,9342.19,0,93.59,4
P0343,W033,"42/14, Sheth Road, Sector 30 Noida, GAUTAM BUDDHA NAGAR, Uttar Pradesh, 201303, India",201303,12109.12,2,174.6,3
P0196,W133,"H.No. 30, Nigam Chowk, Parikha, VADODARA, Gujarat, 391210, India",391210,8532.39,3,33.82,1
P0388,W192,"857, Sant Nagar, Semrikatkuna, SEHORE, Madhya Pradesh, 466446, India",466446,3696.59,1,152.6,1
P0485,W184,"631, Dugar Circle, Sasaur, SHEIKHPURA, Bihar, 811102, India",811102,7588.88,2,257.74,4
P0382,W165,"96, Padmanabhan Street, Bargaon, NAGAON, Assam, 782425, India",782425,2608.23,3,152.68,4
P0495,W046,"586, Shroff Marg, Nasrapur S.O, PUNE, Maharashtra, 412213, India",412213,3901.2,2,24.35,5
P0033,W199,"77, Amble Road, Mysore Mala, KOZHIKODE, Kerala, 673602, India",673602,4185.58,2,57.54,5
P0162,W083,"H.No. 183, Peri Road, Jhokar, SHAJAPUR, Madhya Pradesh, 465106, India",465106,7550.8,2,85.33,4
P0462,W070,"H.No. 57, Hayer Circle, Monteswar, BARDHAMAN, West Bengal, 713145, India",713145,12909.76,3,110.25,4
P0039,W108,"H.No. 719, Dara Zila, Dona, NAWADA, Bihar, 805103, India",805103,6284.65,4,228.94,3
P0065,W095,"H.No. 37, Prakash Ganj, Gauria Kalan, SITAPUR, Uttar Pradesh, 261125, India",261125,13712.9,4,251.01,5
P0114,W184,"778, Tripathi Circle, Courtallam S.O, TIRUNELVELI, Tamil Nadu, 627802, India",627802,10427.43,3,115.21,5
P0191,W038,"636, Varty Ganj, Sadholi Quadeem, SAHARANPUR, Uttar Pradesh, 247121, India",247121,8808.23,3,397.72,1
P0495,W046,"H.No. 278, Choudhury Street, Garhia Chhinkaura, MAINPURI, Uttar Pradesh, 205301, India",205301,4027.74,0,125.48,2
P0058,W165,"07/952, Contractor Street, Savdav, RATNAGIRI, Maharashtra, 416704, India",416704,8795.64,2,47.53,3
P0196,W158,"H.No. 927, Basu Chowk, Pariyat, JAUNPUR, Uttar Pradesh, 222162, India",222162,8878.71,2,358.87,4
P0306,W140,"41/556, Choudhary Marg, Leswa, AJMER, Rajasthan, 305201, India",305201,14572.03,2,232.47,2
P0467,W126,"316, Gopal Nagar, Ullodu, CHIKKABALLAPUR, Karnataka, 561209, India",561209,3520.11,2,321.99,2
P0409,W096,"16/09, Bajwa Nagar, Kothara, KACHCHH, Gujarat, 370645, India",370645,13604.41,1,34.9,4
P0468,W083,"H.No. 622, Gupta Circle, Khatlabana, SRI GANGANAGAR, Rajasthan, 335001, India",335001,1171.39,3,96.19,3
P0269,W017,"H.No. 28, Shukla Circle, Maranbid, HAVERI, Karnataka, 581101, India",581101,10149.81,0,207.43,2
P0335,W121,"H.No. 228, Shan, Basuki Bihari, MADHUBANI, Bihar, 847305, India",847305,8246.42,1,116.58,1
P0366,W194,"25, Yadav Nagar, Hiwara BK, AMRAVATI, Maharashtra, 444701, India",444701,13134.16,3,1.55,2
P0410,W144,"13, Kannan Marg, Bhawaniganj Kota, PRATAPGARH, Uttar Pradesh, 230143, India",230143,1850.61,0,142.73,5
P0443,W170,"H.No. 524, Patil, Ibrahimpatnam S.O, JAGTIAL, Telangana, 505450, India",505450,10058.32,1,28.15,1
P0262,W189,"25/11, Acharya Chowk, Kurabalakota S.O, Chittoor, Andhra Pradesh, 517350, India",517350,7726.99,1,126.0,2
P0243,W167,"312, Goyal Path, Belagavi, SHIVAMOGGA, Karnataka, 577428, India",577428,4238.2,4,185.57,2
P0340,W014,"132, Gandhi Street, Sonamukhi S.O (North Tripura), North Tripura, Tripura, 799280, India",799280,9941.67,2,415.03,2
P0313,W062,"H.No. 502, Ravi Path, Keshabchak, HOOGHLY, West Bengal, 712410, India",712410,1507.38,1,95.38,2
P0473,W054,"H.No. 926, Lall Ganj, Charla, CHURU, Rajasthan, 331517, India",331517,8612.49,1,76.79,4
P0461,W071,"64, Dass Path, Padalane, Ahmed Nagar, Maharashtra, 422604, India",422604,5422.72,2,18.5,1
P0186,W161,"17, Iyer Path, Jaigram, KALABURAGI, Karnataka, 585315, India",585315,8008.25,2,174.31,4
P0465,W098,"11/15, Lal Marg, Haladva, SURAT, Gujarat, 394248, India",394248,1400.21,0,56.0,1
P0237,W131,"16/003, Nath, Volalu, DAKSHINA KANNADA, Karnataka, 574241, India",574241,2006.07,0,97.47,5
P0201,W179,"H.No. 808, Mital Circle, Kinthalli, VISAKHAPATNAM, Andhra Pradesh, 531027, India",531027,8628.39,0,79.75,3
P0092,W190,"H.No. 82, Lala Chowk, Cheekunatham, Chittoor, Andhra Pradesh, 517425, India",517425,13417.22,2,65.49,1
P0338,W074,"H.No. 42, Khanna Circle, Jharkaha, MADHEPURA, Bihar, 852132, India",852132,13930.01,4,244.36,5
P0364,W015,"56/881, Goyal Zila, Vetrayuni Appapuram, GUNTUR, Andhra Pradesh, 522660, India",522660,14635.27,2,256.98,3
P0098,W032,"316, Gopal Nagar, Ullodu, CHIKKABALLAPUR, Karnataka, 561209, India",561209,5305.93,3,310.53,2
P0176,W081,"03/265, Nair Zila, Simasi, GIR SOMNATH, Gujarat, 362560, India",362560,690.12,0,53.2,5
P0204,W065,"74/51, Chandran Street, Kabilpur, BIRBHUM, West Bengal, 731132, India",731132,1324.51,1,109.1,3
P0059,W030,"006, Bumb Circle, Nauhara, AZAMGARH, Uttar Pradesh, 223222, India",223222,12267.76,1,163.06,4
P0016,W065,"29/644, Anand Chowk, Uttar Borbil, KARBI ANGLONG, Assam, 782481, India",782481,10246.7,3,125.05,3
P0201,W062,"01/361, Balasubramanian Street, SeKunnatur, VILLUPURAM, Tamil Nadu, 605651, India",605651,8540.48,1,11.38,3
P0225,W070,"H.No. 42, Khanna Circle, Jharkaha, MADHEPURA, Bihar, 852132, India",852132,14800.29,2,120.15,4
P0349,W176,"H.No. 66, Gill, Purba Bahadurpur, MALDA, West Bengal, 732201, India",732201,9278.27,3,27.78,5
P0400,W063,"11/673, Warrior Marg, Chinnaboinapalli, Parkal, Telangana, 506165, India",506165,3193.55,3,153.35,2
P0297,W073,"35/29, Sabharwal Ganj, Darima, DARBHANGA, Bihar, 847121, India",847121,10150.11,4,491.58,5
P0119,W022,"H.No. 694, Shanker Circle, Sarsu, NAWADA, Bihar, 805109, India",805109,4753.1,1,296.28,5
P0498,W076,"H.No. 883, Gulati Street, Bandapalle, Chittoor, Andhra Pradesh, 517127, India",517127,10935.91,1,101.74,4
P0311,W127,"H.No. 26, Oza Nagar, Khajuri Akbarpur, SAHARANPUR, Uttar Pradesh, 247669, India",247669,9033.81,1,32.75,3
P0367,W030,"95/05, Reddy, Budhera Zahidpur, MEERUT, Uttar Pradesh, 250002, India",250002,12374.32,3,88.88,4
P0312,W165,"H.No. 455, Dube Path, Holebenavalli, SHIVAMOGGA, Karnataka, 577222, India",577222,5258.09,3,34.72,1
P0348,W101,"75/285, Agate Nagar, Ghole, HOOGHLY, West Bengal, 712401, India",712401,7814.86,3,285.16,1
P0379,W152,"H.No. 45, Madan Path, Yangpi, Tuensang, Nagaland, 798612, India",798612,6184.67,1,1.59,5
P0284,W150,"022, Mahajan Path, Neelammanahalli, TUMAKURU, Karnataka, 561202, India",561202,13329.34,3,369.29,4
P0028,W001,"19/444, Deshmukh, Garethi Gurudutt Singh, BAHRAICH, Uttar Pradesh, 271851, India",271851,2927.33,2,97.54,3
P0500,W166,"75/285, Agate Nagar, Ghole, HOOGHLY, West Bengal, 712401, India",712401,3103.77,1,228.7,3
P0420,W147,"H.No. 46, Sule Marg, Dagal, BANSWARA, Rajasthan, 327027, India",327027,8389.59,3,99.19,4
P0347,W159,"83/71, Dhawan Path, Taticherla, ANANTHAPUR, Andhra Pradesh, 515731, India",515731,4390.99,2,190.04,4
P0136,W167,"H.No. 445, Dalal Street, Dhariya Khedi, MANDSAUR, Madhya Pradesh, 458002, India",458002,1626.35,1,134.14,3
P0199,W029,"316, Gopal Nagar, Ullodu, CHIKKABALLAPUR, Karnataka, 561209, India",561209,2246.62,2,69.55,1
P0423,W080,"41/646, Kaur Zila, Choriwad, SABARKANTHA, Gujarat, 383440, India",383440,10271.14,2,155.04,1
P0118,W184,"H.No. 173, Bala Street, Nimera, SIKAR, Rajasthan, 332722, India",332722,14265.66,0,46.09,4
P0106,W091,"09, Badal Circle, Chikliguri, JALPAIGURI, West Bengal, 736202, India",736202,1175.14,4,136.44,3
P0050,W189,"12/318, Tiwari Road, Moutrepalayam, PONDICHERRY, Pondicherry, 605009, India",605009,13924.12,1,84.16,1
P0093,W118,"52, Boase Circle, Rayavaram S.O (Pudukkottai), PUDUKKOTTAI, Tamil Nadu, 622506, India",622506,14600.26,3,12.34,3
P0290,W018,"23/888, Shah Marg, Bakuchi, DEORIA, Uttar Pradesh, 274808, India",274808,13120.29,1,42.41,3
P0053,W055,"09/61, Sodhi Ganj, Hirapura (Sabalgarh), MORENA, Madhya Pradesh, 476229, India",476229,4472.42,2,120.88,5
P0413,W137,"62/85, Kothari Street, Sadi, CHITTORGARH, Rajasthan, 312023, India",312023,1612.3,2,43.33,2
P0068,W152,"H.No. 144, Prakash Street, Chincholi (Tumsar), BHANDARA, Maharashtra, 441912, India",441912,7658.73,3,205.3,3
P0179,W181,"51, Bail Nagar, G.Marandahalli, KOLAR, Karnataka, 563132, India",563132,11456.53,1,49.98,2
P0498,W123,"03/265, Nair Zila, Simasi, GIR SOMNATH, Gujarat, 362560, India",362560,10966.9,2,127.85,5
P0038,W148,"H.No. 80, Joshi Road, Mandle, RAIGARH, Maharashtra, 402305, India",402305,4669.65,2,152.98,5
P0089,W113,"35, Pall Marg, Chachrari, JALANDHAR, Punjab, 144409, India",144409,12985.01,2,554.67,4
P0124,W005,"17, Iyer Path, Jaigram, KALABURAGI, Karnataka, 585315, India",585315,2916.52,2,190.27,5
P0212,W182,"H.No. 262, Prabhu Ganj, Makdavan, UJJAIN, Madhya Pradesh, 456337, India",456337,10407.55,1,36.99,4
P0301,W115,"87/76, Sachar Street, Rampur Urf Yarpur, SAMBHAL, Uttar Pradesh, 244304, India",244304,11915.78,2,418.7,5
P0470,W193,"H.No. 49, Krish Street, Kumbhariya, AMRELI, Gujarat, 365555, India",365555,10964.86,2,416.6,3
P0348,W138,"11/673, Warrior Marg, Chinnaboinapalli, Parkal, Telangana, 506165, India",506165,7604.6,3,52.06,4
P0158,W124,"13/09, Comar Street, Khuntamodi, NANDURBAR, Maharashtra, 425414, India",425414,11332.13,4,219.89,3
P0363,W106,"328, Lad Chowk, Purseni, LUCKNOW, Uttar Pradesh, 226301, India",226301,817.73,2,82.81,3
P0033,W178,"H.No. 711, Bora Circle, Gunnaur, AMETHI, Uttar Pradesh, 227807, India",227807,4421.68,4,309.05,2
P0473,W029,"H.No. 13, Yadav Circle, Nachana, SULTANPUR, Uttar Pradesh, 228151, India",228151,8654.47,1,113.05,3
P0220,W053,"11/673, Warrior Marg, Chinnaboinapalli, Parkal, Telangana, 506165, India",506165,5612.53,1,20.11,5
P0279,W005,"69/37, Johal, Sibasthan, NAGAON, Assam, 782140, India",782140,8584.18,3,299.81,2
P0334,W173,"H.No. 66, Gill, Purba Bahadurpur, MALDA, West Bengal, 732201, India",732201,3662.91,3,292.72,3
P0192,W173,"H.No. 808, Mital Circle, Kinthalli, VISAKHAPATNAM, Andhra Pradesh, 531027, India",531027,5064.21,4,270.26,4
P0037,W190,"51/826, Kala Road, Birdpur, SIDDHARTHNAGAR, Uttar Pradesh, 272202, India",272202,5154.66,0,78.29,4
P0358,W137,"397, Date Nagar, Brahmanakoduru, Guntur, Andhra Pradesh, 522212, India",522212,5348.23,1,118.28,3
P0285,W153,"94/64, Bhatnagar Path, Manali SO Tiruvallur, TIRUVALLUR, Tamil Nadu, 600068, India",600068,11580.52,4,207.21,5
P0255,W022,"H.No. 27, Lalla Chowk, Tikarpada, KENDUJHAR, Odisha, 758013, India",758013,3508.76,2,243.41,4
P0178,W181,"H.No. 79, Sathe Path, Machapur, SIDDIPET, Telangana, 531149, India",531149,11684.88,2,9.03,3
P0224,W116,"H.No. 594, Bahl Road, Jorgama, MADHEPURA, Bihar, 852122, India",852122,3309.7,1,443.25,3
P0230,W188,"19/444, Deshmukh, Garethi Gurudutt Singh, BAHRAICH, Uttar Pradesh, 271851, India",271851,7339.36,3,86.5,2
P0009,W088,"82/79, Vig Nagar, Surahan, AZAMGARH, Uttar Pradesh, 223224, India",223224,10361.25,2,3.88,3
P0334,W086,"H.No. 148, Kade, Singihaun, SUPAUL, Bihar, 852138, India",852138,3514.85,1,162.04,1
P0118,W109,"85, Chandra Chowk, Chhitanpur, SIWAN, Bihar, 841245, India",841245,14735.34,5,496.43,4
P0166,W141,"H.No. 319, Bath Street, Rakba Amola, AMBEDKAR NAGAR, Uttar Pradesh, 224139, India",224139,11955.65,3,219.19,4
P0063,W140,"39/069, Bora Ganj, Tariniposi, DHENKANAL, Odisha, 759028, India",759028,6864.78,3,30.31,4
P0033,W074,"H.No. 278, Choudhury Street, Garhia Chhinkaura, MAINPURI, Uttar Pradesh, 205301, India",205301,4272.26,3,159.6,1
P0225,W097,"433, Dey Ganj, Tungou, Ukhrul, Manipur, 795142, India",795142,15052.73,3,396.68,1
P0010,W151,"83, Nori, ICO Spinning Mills S.O, Kolhapur, Maharashtra, 416143, India",416143,11125.59,1,129.79,1
P0323,W046,"12/10, Ratta Road, Agucha, BHILWARA, Rajasthan, 311022, India",311022,5494.81,3,65.23,4
P0195,W098,"775, Panchal Ganj, Pennaluripeta, TIRUVALLUR, Tamil Nadu, 602026, India",602026,10232.03,1,227.08,4
P0119,W062,"75/285, Agate Nagar, Ghole, HOOGHLY, West Bengal, 712401, India",712401,4515.2,0,88.58,3
P0103,W060,"H.No. 13, Rajagopalan Circle, Chemuduguda, VIZIANAGARAM, Andhra Pradesh, 535523, India",535523,13505.16,2,25.81,1
P0207,W130,"08, Mandal Ganj, Kannukiniyanar Koil, NAGAPATTINAM, Tamil Nadu, 609104, India",609104,4773.01,0,48.03,4
P0003,W010,"28/503, Badami Path, J.Pullalacheruvu, PRAKASAM, Andhra Pradesh, 523368, India",523368,11878.55,1,137.23,3
P0211,W193,"44/92, Prakash Chowk, Sadgaon, DHULE, Maharashtra, 424006, India",424006,3789.68,3,360.05,4
P0459,W185,"51/32, Munshi, Shevge, DHULE, Maharashtra, 424306, India",424306,7079.63,2,6.37,2
P0154,W179,"33/66, Parekh Street, Gaus Ganj, HARDOI, Uttar Pradesh, 241305, India",241305,2278.12,0,98.94,2
P0046,W186,"H.No. 77, Suri Marg, Bachiti, SAHARANPUR, Uttar Pradesh, 247551, India",247551,9401.02,2,336.68,4
P0119,W106,"H.No. 129, Kannan Marg, Sangampalayam, DINDIGUL, Tamil Nadu, 624617, India",624617,4588.8,2,157.78,1
P0430,W108,"43, Prashad, Sribati, BARDHAMAN, West Bengal, 713514, India",713514,6420.76,1,158.08,4
P0027,W010,"H.No. 79, Sathe Path, Machapur, SIDDIPET, Telangana, 531149, India",531149,10263.82,3,93.43,4
P0079,W004,"448, Chauhan Chowk, Nagansur S.O, SOLAPUR, Maharashtra, 413227, India",413227,8469.74,2,84.7,5
P0038,W178,"H.No. 711, Bora Circle, Gunnaur, AMETHI, Uttar Pradesh, 227807, India",227807,4739.35,4,222.62,2
P0328,W179,"474, Bahl Street, Thikarwas, RAJSAMAND, Rajasthan, 313341, India",313341,6801.65,1,38.31,2
P0104,W007,"H.No. 13, Yadav Circle, Nachana, SULTANPUR, Uttar Pradesh, 228151, India",228151,9591.4,1,182.49,5
P0026,W062,"08/894, Badal Nagar, Dangarakheda, DEWAS, Madhya Pradesh, 455459, India",455459,13683.08,1,101.4,5
P0206,W181,"H.No. 37, Prakash Ganj, Gauria Kalan, SITAPUR, Uttar Pradesh, 261125, India",261125,11784.92,0,247.55,5
P0304,W004,"H.No. 41, Sarkar Street, Erdandi, JAGTIAL, Telangana, 505450, India",505450,11592.4,1,28.77,1
P0404,W038,"H.No. 09, Deshmukh Zila, Nikaspur Nisfi, SAMASTIPUR, Bihar, 848121, India",848121,6815.98,2,68.03,5
P0222,W167,"148, Sama Marg, Malabad, BELAGAVI, Karnataka, 591212, India",591212,4019.11,4,123.8,4
P0162,W090,"08, Dara Marg, Rowtara, NORTH 24 PARGANAS, West Bengal, 743234, India",743234,7648.41,1,161.53,5
P0165,W127,"43, Prashad, Sribati, BARDHAMAN, West Bengal, 713514, India",713514,12610.46,4,326.98,1
P0132,W064,"248, Hayre, Navilgone, UTTARA KANNADA, Karnataka, 581338, India",581338,10012.51,1,103.88,3
P0080,W157,"29/641, Mitter Path, Sujanpur SO Gurdaspur, PATHANKOT, Punjab, 145023, India",145023,9440.0,3,181.13,1
P0236,W013,"79/654, Chakraborty, Chandipur, JHALAWAR, Rajasthan, 326037, India",326037,3290.27,3,221.74,2
P0499,W091,"H.No. 31, Bandi Nagar, Pachkhora, BALLIA, Uttar Pradesh, 277123, India",277123,12538.95,0,122.01,2
P0201,W167,"48, Kohli Ganj, Kavalande S.O, Mysuru, Karnataka, 571312, India",571312,8722.87,2,166.8,4
P0171,W166,"23/95, Dar Ganj, Sekkanur, VELLORE, Tamil Nadu, 632105, India",632105,863.15,2,148.86,5
P0021,W146,"H.No. 927, Basu Chowk, Pariyat, JAUNPUR, Uttar Pradesh, 222162, India",222162,4078.63,3,206.31,3
P0116,W168,"69, Nayar Path, Kodaparthi, NAGAR KURNOOL, Telangana, 509406, India",509406,5637.44,3,222.13,4
P0346,W137,"05/142, Saran Path, Dighaldori, NAGAON, Assam, 782103, India",782103,1484.87,4,206.19,4
P0107,W184,"82/79, Vig Nagar, Surahan, AZAMGARH, Uttar Pradesh, 223224, India",223224,11493.09,3,125.17,4
P0065,W090,"60/317, Chaudhari Road, Pichkuri, BARDHAMAN, West Bengal, 713128, India",713128,13594.96,3,113.85,5
P0188,W010,"042, Reddy, Ammapatti, TIRUCHIRAPPALLI, Tamil Nadu, 621014, India",621014,11946.95,3,171.72,3
P0045,W067,"H.No. 902, Rattan Circle, Dichpalli, NIZAMABAD, Telangana, 503175, India",503175,9193.81,0,7.79,2
P0135,W064,"25/11, Acharya Chowk, Kurabalakota S.O, Chittoor, Andhra Pradesh, 517350, India",517350,2913.89,3,108.08,1
P0039,W051,"88/624, Vyas Zila, Kulamavu, IDUKKI, Kerala, 685601, India",685601,6246.22,3,187.63,1
P0070,W024,"41/646, Kaur Zila, Choriwad, SABARKANTHA, Gujarat, 383440, India",383440,6444.3,4,336.42,2
P0289,W110,"12/10, Ratta Road, Agucha, BHILWARA, Rajasthan, 311022, India",311022,13942.9,3,17.72,3
P0350,W054,"H.No. 45, Sidhu Circle, Kota Sirlam, VIZIANAGARAM, Andhra Pradesh, 535579, India",535579,8492.8,2,155.34,5
P0393,W064,"51, Bail Nagar, G.Marandahalli, KOLAR, Karnataka, 563132, India",563132,8517.66,0,186.29,1
P0466,W037,"90/344, Rege Nagar, Chak Shambhu, MUZAFFARPUR, Bihar, 843117, India",843117,8977.22,1,122.58,4
P0487,W082,"H.No. 57, Hayer Circle, Monteswar, BARDHAMAN, West Bengal, 713145, India",713145,9822.56,3,42.56,5
P0425,W088,"018, Sura Zila, Hariharpur, HARDOI, Uttar Pradesh, 241404, India",241404,14957.93,0,9.21,5
P0074,W002,"89, Mand Chowk, Murlen, Champhai, Mizoram, 796321, India",796321,11649.5,3,121.49,1
P0279,W036,"47/667, Misra Circle, kodra bakhat khera, UNNAO, Uttar Pradesh, 209863, India",209863,8483.24,1,181.64,1
P0383,W130,"H.No. 655, Panchal Ganj, Halsi, LAKHISARAI, Bihar, 811311, India",811311,11872.91,1,203.14,5
